mention_id,player,artist,song,release_date,mention_type,artist_tier,player_position,era,drop_type,effective_date,vader_compound,vader_pos,vader_neg,before_PTS_mean,before_AST_mean,before_REB_mean,before_PTS_std,before_AST_std,before_REB_std,before_n_games,after_1g_PTS_mean,after_1g_AST_mean,after_1g_REB_mean,after_1g_PTS_std,after_1g_AST_std,after_1g_REB_std,after_1g_n_games,after_10g_PTS_mean,after_10g_AST_mean,after_10g_REB_mean,after_10g_PTS_std,after_10g_AST_std,after_10g_REB_std,after_10g_n_games,after_30g_PTS_mean,after_30g_AST_mean,after_30g_REB_mean,after_30g_PTS_std,after_30g_AST_std,after_30g_REB_std,after_30g_n_games,after_season_PTS_mean,after_season_AST_mean,after_season_REB_mean,after_season_PTS_std,after_season_AST_std,after_season_REB_std,after_season_n_games,before_PTS_pace_adj,before_AST_pace_adj,before_REB_pace_adj,after_1g_PTS_pace_adj,after_1g_AST_pace_adj,after_1g_REB_pace_adj,after_10g_PTS_pace_adj,after_10g_AST_pace_adj,after_10g_REB_pace_adj,after_30g_PTS_pace_adj,after_30g_AST_pace_adj,after_30g_REB_pace_adj,after_season_PTS_pace_adj,after_season_AST_pace_adj,after_season_REB_pace_adj,delta_after_1g_PTS,delta_after_1g_PTS_adj,delta_after_1g_AST,delta_after_1g_AST_adj,delta_after_1g_REB,delta_after_1g_REB_adj,delta_after_10g_PTS,delta_after_10g_PTS_adj,delta_after_10g_AST,delta_after_10g_AST_adj,delta_after_10g_REB,delta_after_10g_REB_adj,delta_after_30g_PTS,delta_after_30g_PTS_adj,delta_after_30g_AST,delta_after_30g_AST_adj,delta_after_30g_REB,delta_after_30g_REB_adj,delta_after_season_PTS,delta_after_season_PTS_adj,delta_after_season_AST,delta_after_season_AST_adj,delta_after_season_REB,delta_after_season_REB_adj,zscore_after_30g_PTS,zscore_after_30g_AST,zscore_after_30g_REB,composite_delta_30g,weighted_impact
100,Evan Mobley,Pusha T,Diet Coke,2022-04-22,compliment,2.4,C,2020s,off_season,2022-10-19,-0.3818,0.0,0.271,14.97,2.43,8.5,6.62,1.52,3.44,30,14.0,1.0,6.0,,,,1,15.2,2.1,6.6,5.83,0.88,2.17,10,15.07,2.63,9.37,5.22,1.45,3.45,30,16.16,2.84,9.0,5.88,1.61,3.36,79,14.4,2.34,8.18,13.47,0.96,5.77,14.62,2.02,6.35,14.5,2.53,9.01,15.55,2.73,8.66,-0.97,-0.93,-1.43,-1.38,-2.5,-2.41,0.23,0.22,-0.33,-0.32,-1.9,-1.83,0.1,0.1,0.2,0.19,0.87,0.83,1.19,1.15,0.41,0.39,0.5,0.48,-0.347,0.145,0.827,0.346,0.83
104,Chris Paul,Jay-Z,Otis,2011-08-12,compliment,3.0,PG,2010s,off_season,2011-12-25,0.128,0.217,0.174,14.57,9.9,4.13,8.31,3.08,2.16,30,20.0,9.0,2.0,,,,1,16.6,8.8,3.1,8.78,3.19,1.6,10,19.73,8.43,3.5,8.35,3.01,1.93,30,18.27,9.39,3.65,7.39,3.2,1.85,130,14.57,9.9,4.13,20.0,9.0,2.0,16.6,8.8,3.1,19.73,8.43,3.5,18.27,9.39,3.65,5.43,5.43,-0.9,-0.9,-2.13,-2.13,2.03,2.03,-1.1,-1.1,-1.03,-1.03,5.16,5.16,-1.47,-1.47,-0.63,-0.63,3.7,3.7,-0.51,-0.51,-0.48,-0.48,1.107,-1.28,-0.989,1.434,4.302
105,Kevin Garnett,Eminem,Without Me,2002-05-14,neutral,3.0,PF,2000s,off_season,2002-10-30,-0.3818,0.0,0.286,20.73,4.5,12.57,7.28,1.96,3.61,30,13.0,7.0,12.0,,,,1,19.8,5.5,13.0,6.11,2.22,4.52,10,21.6,5.67,13.07,4.99,2.51,3.73,30,21.57,4.46,12.12,5.86,2.39,4.08,305,22.38,4.86,13.57,14.03,7.56,12.96,21.38,5.94,14.03,23.32,6.12,14.11,23.29,4.81,13.08,-7.73,-8.35,2.5,2.7,-0.57,-0.61,-0.93,-1.0,1.0,1.08,0.43,0.46,0.87,0.94,1.17,1.26,0.5,0.54,0.84,0.91,-0.04,-0.05,-0.45,-0.49,0.325,0.817,0.476,0.916,2.748
106,Tim Duncan,Jay-Z,Song Cry,2001-09-11,neutral,3.0,PF,2000s,off_season,2001-10-30,0.0,0.0,0.0,24.07,3.3,12.6,7.46,1.7,4.15,30,15.0,3.0,13.0,,,,1,23.8,3.1,12.5,6.05,1.45,2.92,10,25.3,3.73,13.13,8.13,1.51,3.63,30,21.73,3.21,11.83,7.2,1.87,3.72,297,25.99,3.56,13.6,16.19,3.24,14.03,25.69,3.35,13.49,27.31,4.03,14.18,23.46,3.47,12.77,-9.07,-9.8,-0.3,-0.32,0.4,0.43,-0.27,-0.3,-0.2,-0.21,-0.1,-0.11,1.23,1.32,0.43,0.47,0.53,0.58,-2.34,-2.53,-0.09,-0.09,-0.77,-0.83,0.411,0.184,0.518,0.843,2.529
107,Allen Iverson,Nas,Made You Look,2002-12-13,compliment,2.7,PG,2000s,in_season,2002-12-13,0.2263,0.252,0.098,29.7,4.93,4.1,7.49,2.07,1.83,30,22.0,7.0,3.0,,,,1,23.8,3.9,3.6,9.53,1.97,1.84,10,25.93,4.8,4.53,7.18,2.37,2.18,30,26.9,6.25,4.0,8.52,2.82,2.07,108,32.06,5.32,4.43,23.75,7.56,3.24,25.69,4.21,3.89,27.99,5.18,4.89,29.04,6.75,4.32,-7.7,-8.31,2.07,2.24,-1.1,-1.19,-5.9,-6.37,-1.03,-1.11,-0.5,-0.54,-3.77,-4.07,-0.13,-0.14,0.43,0.46,-2.8,-3.02,1.32,1.43,-0.1,-0.11,-0.814,-0.304,0.391,-1.532,-4.136
108,Shaquille O'Neal,Jay-Z,U Don't Know,2001-09-11,compliment,3.0,C,2000s,off_season,2001-10-30,0.0,0.0,0.0,30.47,3.57,12.63,5.42,2.19,3.06,30,29.0,5.0,18.0,,,,1,29.2,2.7,12.2,5.45,1.25,4.1,10,26.07,3.33,10.7,8.4,1.65,4.04,30,27.19,2.99,10.67,7.88,1.6,3.62,67,32.9,3.85,13.64,31.31,5.4,19.43,31.52,2.91,13.17,28.15,3.6,11.55,29.35,3.23,11.52,-1.47,-1.59,1.43,1.55,5.37,5.79,-1.27,-1.38,-0.87,-0.94,-0.43,-0.47,-4.4,-4.75,-0.24,-0.25,-1.93,-2.09,-3.28,-3.55,-0.58,-0.62,-1.96,-2.12,-0.968,-0.392,-2.315,-2.602,-7.806
109,Stephen Curry,J. Cole,Love Yourz,2014-12-09,neutral,2.6,PG,2010s,in_season,2014-12-09,-0.34,0.0,0.211,24.6,8.07,4.63,8.72,3.44,2.4,30,20.0,7.0,7.0,,,,1,22.2,7.6,5.0,8.19,1.65,2.62,10,23.87,8.0,4.47,8.07,2.99,2.24,30,26.74,6.47,4.89,9.09,2.66,2.33,338,24.6,8.07,4.63,20.0,7.0,7.0,22.2,7.6,5.0,23.87,8.0,4.47,26.74,6.47,4.89,-4.6,-4.6,-1.07,-1.07,2.37,2.37,-2.4,-2.4,-0.47,-0.47,0.37,0.37,-0.73,-0.73,-0.07,-0.07,-0.16,-0.16,2.14,2.14,-1.6,-1.6,0.26,0.26,-0.427,-0.031,-0.574,-0.361,-0.939
110,Giannis Antetokounmpo,Drake,Nonstop,2018-06-29,compliment,2.8,PF,2010s,off_season,2018-10-17,0.0,0.0,0.0,24.4,4.93,9.63,7.85,2.45,3.45,30,25.0,8.0,18.0,,,,1,25.6,5.7,12.9,5.46,3.23,3.87,10,26.23,5.97,12.77,7.78,2.41,3.77,30,27.69,5.89,12.47,8.22,2.46,3.68,72,24.4,4.93,9.63,25.0,8.0,18.0,25.6,5.7,12.9,26.23,5.97,12.77,27.69,5.89,12.47,0.6,0.6,3.07,3.07,8.37,8.37,1.2,1.2,0.77,0.77,3.27,3.27,1.83,1.83,1.04,1.04,3.14,3.14,3.29,3.29,0.96,0.96,2.84,2.84,0.24,0.96,2.339,1.986,5.561
111,LeBron James,Jay-Z,Open Letter,2013-04-06,compliment,3.0,SF,2010s,in_season,2013-04-06,0.3612,0.217,0.0,27.47,7.57,7.87,6.66,3.02,2.56,30,27.0,5.0,4.0,,,,1,24.5,7.3,5.7,5.28,2.41,1.64,10,24.9,6.6,6.7,5.86,2.43,2.63,30,26.56,7.74,7.89,7.21,3.26,3.08,313,27.47,7.57,7.87,27.0,5.0,4.0,24.5,7.3,5.7,24.9,6.6,6.7,26.56,7.74,7.89,-0.47,-0.47,-2.57,-2.57,-3.87,-3.87,-2.97,-2.97,-0.27,-0.27,-2.17,-2.17,-2.57,-2.57,-0.97,-0.97,-1.17,-1.17,-0.91,-0.91,0.17,0.17,0.02,0.02,-0.906,-0.834,-1.466,-1.67,-5.01
112,Kevin Durant,J. Cole,January 28th,2016-12-09,neutral,2.6,SF,2010s,in_season,2016-12-09,0.0,0.0,0.0,27.43,4.9,8.2,6.51,2.09,3.23,30,21.0,1.0,7.0,,,,1,25.7,4.2,9.6,6.62,2.49,4.67,10,25.3,4.9,8.2,6.71,2.75,3.62,30,25.64,5.2,7.3,7.62,2.49,3.15,107,27.43,4.9,8.2,21.0,1.0,7.0,25.7,4.2,9.6,25.3,4.9,8.2,25.64,5.2,7.3,-6.43,-6.43,-3.9,-3.9,-1.2,-1.2,-1.73,-1.73,-0.7,-0.7,1.4,1.4,-2.13,-2.13,0.0,0.0,0.0,0.0,-1.79,-1.79,0.3,0.3,-0.9,-0.9,-0.791,0.032,-0.433,-0.852,-2.215
113,Kobe Bryant,Nas,Made You Look,2002-12-13,compliment,2.7,SG,2000s,in_season,2002-12-13,-0.3304,0.259,0.282,26.17,6.6,7.6,8.94,3.64,3.22,30,16.0,5.0,2.0,,,,1,26.4,7.0,6.3,10.95,2.36,3.77,10,32.83,5.77,6.2,11.58,2.75,3.25,30,26.84,5.14,5.54,9.2,2.64,2.71,427,28.25,7.13,8.2,17.27,5.4,2.16,28.5,7.56,6.8,35.44,6.23,6.69,28.98,5.55,5.98,-10.17,-10.98,-1.6,-1.73,-5.6,-6.04,0.23,0.25,0.4,0.43,-1.3,-1.4,6.66,7.19,-0.83,-0.9,-1.4,-1.51,0.67,0.73,-1.46,-1.58,-2.06,-2.22,1.744,-0.913,-1.7,2.153,5.813
114,Stephen Curry,Kendrick Lamar,Poetic Justice,2012-10-22,neutral,2.9,PG,2010s,in_season,2012-10-22,-0.2263,0.138,0.22,14.73,5.31,3.38,9.85,3.13,2.25,26,5.0,3.0,7.0,,,,1,17.5,5.5,4.2,6.28,1.72,1.81,10,19.97,6.4,4.43,6.92,2.53,2.06,30,25.6,6.9,4.67,9.1,2.84,2.36,514,14.73,5.31,3.38,5.0,3.0,7.0,17.5,5.5,4.2,19.97,6.4,4.43,25.6,6.9,4.67,-9.73,-9.73,-2.31,-2.31,3.62,3.62,2.77,2.77,0.19,0.19,0.82,0.82,5.24,5.24,1.09,1.09,1.05,1.05,10.87,10.87,1.59,1.59,1.29,1.29,1.128,1.005,0.494,2.738,7.94
115,LeBron James,Meek Mill,Cold Hearted II,2016-10-04,compliment,2.1,SF,2010s,in_season,2016-10-04,-0.1531,0.0,0.151,25.83,7.33,7.8,5.09,2.71,3.02,30,19.0,14.0,11.0,,,,1,23.4,9.7,8.9,4.01,3.77,2.02,10,25.63,8.57,7.8,5.92,3.36,2.58,30,26.96,8.93,8.64,7.14,3.45,3.22,156,25.83,7.33,7.8,19.0,14.0,11.0,23.4,9.7,8.9,25.63,8.57,7.8,26.96,8.93,8.64,-6.83,-6.83,6.67,6.67,3.2,3.2,-2.43,-2.43,2.37,2.37,1.1,1.1,-0.2,-0.2,1.24,1.24,0.0,0.0,1.13,1.13,1.6,1.6,0.84,0.84,-0.289,1.139,-0.433,0.292,0.613
116,James Harden,Drake,Nonstop,2018-06-29,compliment,2.8,SG,2010s,off_season,2018-10-17,0.3818,0.206,0.0,28.8,8.3,5.93,6.84,2.63,2.59,30,18.0,10.0,9.0,,,,1,27.3,7.7,5.6,7.06,3.3,2.32,10,32.3,8.37,5.67,9.31,3.49,2.68,30,36.13,7.51,6.64,10.34,3.45,3.13,78,28.8,8.3,5.93,18.0,10.0,9.0,27.3,7.7,5.6,32.3,8.37,5.67,36.13,7.51,6.64,-10.8,-10.8,1.7,1.7,3.07,3.07,-1.5,-1.5,-0.6,-0.6,-0.33,-0.33,3.5,3.5,0.07,0.07,-0.26,-0.26,7.33,7.33,-0.79,-0.79,0.71,0.71,0.675,0.094,-0.663,1.343,3.76
117,Damian Lillard,J. Cole,She Knows,2014-12-09,compliment,2.6,PG,2010s,in_season,2014-12-09,0.3612,0.185,0.0,19.13,6.07,4.47,6.2,2.29,2.1,30,14.0,7.0,5.0,,,,1,26.0,6.2,4.8,10.25,2.15,2.35,10,22.53,6.23,4.3,8.53,2.06,2.17,30,23.36,6.52,4.23,8.37,2.58,2.28,137,19.13,6.07,4.47,14.0,7.0,5.0,26.0,6.2,4.8,22.53,6.23,4.3,23.36,6.52,4.23,-5.13,-5.13,0.93,0.93,0.53,0.53,6.87,6.87,0.13,0.13,0.33,0.33,3.4,3.4,0.16,0.16,-0.17,-0.17,4.23,4.23,0.45,0.45,-0.24,-0.24,0.649,0.175,-0.583,1.357,3.528
118,Giannis Antetokounmpo,Kendrick Lamar,DNA.,2017-04-14,compliment,2.9,PF,2010s,off_season,2017-10-18,0.1779,0.203,0.146,22.43,5.47,8.7,8.42,2.21,3.12,30,37.0,3.0,13.0,,,,1,31.9,4.8,9.8,8.18,1.87,3.05,10,29.53,4.6,10.33,6.33,1.69,3.22,30,27.27,5.34,11.23,7.7,2.34,3.78,147,22.43,5.47,8.7,37.0,3.0,13.0,31.9,4.8,9.8,29.53,4.6,10.33,27.27,5.34,11.23,14.57,14.57,-2.47,-2.47,4.3,4.3,9.47,9.47,-0.67,-0.67,1.1,1.1,7.1,7.1,-0.87,-0.87,1.63,1.63,4.84,4.84,-0.13,-0.13,2.53,2.53,1.612,-0.745,1.006,3.068,8.897
119,Joel Embiid,Drake,Laugh Now Cry Later,2020-08-14,compliment,2.8,C,2020s,in_season,2020-08-14,0.7003,0.42,0.0,23.97,2.97,11.33,11.01,1.83,4.14,30,14.0,1.0,6.0,,,,1,23.5,2.8,11.1,7.47,1.4,3.03,10,29.3,3.2,11.17,9.82,1.85,3.48,30,28.17,2.81,10.48,9.9,1.8,3.91,52,23.06,2.86,10.9,13.47,0.96,5.77,22.61,2.69,10.68,28.19,3.08,10.75,27.1,2.7,10.08,-9.97,-9.59,-1.97,-1.9,-5.33,-5.13,-0.47,-0.45,-0.17,-0.17,-0.23,-0.22,5.33,5.13,0.23,0.22,-0.16,-0.15,4.2,4.04,-0.16,-0.16,-0.85,-0.82,1.211,0.187,-0.752,2.073,5.804
121,Trae Young,Drake,What's Next,2021-03-05,compliment,2.8,PG,2020s,in_season,2021-03-05,0.3612,0.217,0.0,25.5,9.6,4.13,9.77,3.6,1.91,30,37.0,6.0,5.0,,,,1,22.8,9.4,3.6,7.83,3.1,1.58,10,23.87,9.57,3.5,8.55,2.98,2.06,30,27.16,9.62,3.69,9.11,2.89,2.01,105,24.53,9.24,3.97,35.6,5.77,4.81,21.93,9.04,3.46,22.96,9.21,3.37,26.13,9.25,3.55,11.5,11.07,-3.6,-3.47,0.87,0.84,-2.7,-2.6,-0.2,-0.2,-0.53,-0.51,-1.63,-1.57,-0.03,-0.03,-0.63,-0.6,1.66,1.6,0.02,0.01,-0.44,-0.42,-0.865,-0.158,-1.478,-0.817,-2.288
124,Paul George,J. Cole,ATM,2018-04-20,neutral,2.6,SF,2010s,off_season,2018-10-16,0.0,0.0,0.0,22.23,3.93,6.0,7.74,1.86,2.55,30,27.0,5.0,2.0,,,,1,22.2,4.1,6.7,6.16,2.23,2.98,10,25.5,4.4,7.93,7.95,1.79,3.22,30,25.54,4.02,7.2,9.03,2.08,3.18,125,22.23,3.93,6.0,27.0,5.0,2.0,22.2,4.1,6.7,25.5,4.4,7.93,25.54,4.02,7.2,4.77,4.77,1.07,1.07,-4.0,-4.0,-0.03,-0.03,0.17,0.17,0.7,0.7,3.27,3.27,0.47,0.47,1.93,1.93,3.31,3.31,0.09,0.09,1.2,1.2,0.615,0.451,1.271,2.028,5.273
125,Kawhi Leonard,J. Cole,FRIENDS,2018-04-20,neutral,2.6,SF,2010s,off_season,2018-10-17,0.0,0.0,0.0,22.3,3.47,5.5,8.24,1.76,2.91,30,24.0,2.0,12.0,,,,1,24.0,3.1,7.7,6.82,1.2,2.67,10,27.3,2.83,8.23,7.16,1.46,2.71,30,26.6,3.32,7.32,7.25,1.66,2.88,60,22.3,3.47,5.5,24.0,2.0,12.0,24.0,3.1,7.7,27.3,2.83,8.23,26.6,3.32,7.32,1.7,1.7,-1.47,-1.47,6.5,6.5,1.7,1.7,-0.37,-0.37,2.2,2.2,5.0,5.0,-0.64,-0.64,2.73,2.73,4.3,4.3,-0.15,-0.15,1.82,1.82,1.066,-0.539,1.977,2.627,6.83
126,Jimmy Butler,Drake,Greece,2020-05-01,compliment,2.8,SF,2020s,off_season,2020-08-01,0.0,0.0,0.0,19.73,5.63,6.8,7.13,2.7,2.7,30,22.0,7.0,4.0,,,,1,15.9,5.1,6.0,8.69,2.28,2.94,10,20.93,7.43,7.43,8.09,2.81,2.81,30,21.07,6.93,6.89,6.98,2.79,2.91,56,18.98,5.42,6.54,21.16,6.73,3.85,15.3,4.91,5.77,20.14,7.15,7.15,20.27,6.67,6.63,2.27,2.18,1.37,1.31,-2.8,-2.69,-3.83,-3.68,-0.53,-0.51,-0.8,-0.77,1.2,1.16,1.8,1.73,0.63,0.61,1.34,1.29,1.3,1.25,0.09,0.09,-0.019,2.265,0.473,1.166,3.265
127,Jayson Tatum,Kendrick Lamar,N95,2022-05-13,compliment,2.9,SF,2020s,off_season,2022-10-18,0.0,0.0,0.0,28.47,5.1,7.37,8.57,1.83,2.59,30,35.0,4.0,12.0,,,,1,31.2,4.0,7.5,6.05,1.63,3.54,10,30.57,4.07,8.1,8.42,2.07,3.28,30,30.07,4.62,8.77,8.48,2.12,3.35,74,27.39,4.91,7.09,33.67,3.85,11.54,30.02,3.85,7.22,29.41,3.92,7.79,28.93,4.44,8.44,6.53,6.28,-1.1,-1.06,4.63,4.45,2.73,2.63,-1.1,-1.06,0.13,0.13,2.1,2.02,-1.03,-0.99,0.73,0.7,1.6,1.54,-0.48,-0.47,1.4,1.35,0.248,-1.479,0.618,0.721,2.091
128,Devin Booker,Kendrick Lamar,Rich Spirit,2022-05-13,compliment,2.9,SG,2020s,off_season,2022-10-19,0.0,0.0,0.0,29.97,5.37,4.63,7.6,2.81,2.28,30,28.0,9.0,4.0,,,,1,27.1,5.1,4.2,6.45,1.85,1.99,10,26.83,5.57,4.6,12.5,2.28,2.61,30,27.75,5.53,4.53,10.63,2.45,2.25,53,28.83,5.17,4.45,26.94,8.66,3.85,26.07,4.91,4.04,25.81,5.36,4.43,26.7,5.32,4.36,-1.97,-1.89,3.63,3.49,-0.63,-0.6,-2.87,-2.76,-0.27,-0.26,-0.43,-0.41,-3.14,-3.02,0.2,0.19,-0.03,-0.02,-2.22,-2.13,0.16,0.15,-0.1,-0.09,-1.314,0.145,-0.543,-1.157,-3.355
129,Ja Morant,Drake,Fair Trade,2021-09-03,compliment,2.8,PG,2020s,off_season,2021-10-20,0.0,0.0,0.0,19.13,7.3,4.67,9.2,2.6,1.9,30,37.0,6.0,6.0,,,,1,26.0,7.2,5.6,9.38,1.99,2.07,10,24.87,6.7,5.7,9.05,2.18,2.59,30,26.78,7.43,5.78,8.9,2.82,2.59,118,18.4,7.02,4.49,35.6,5.77,5.77,25.01,6.93,5.39,23.93,6.45,5.48,25.76,7.15,5.56,17.87,17.2,-1.3,-1.25,1.33,1.28,6.87,6.61,-0.1,-0.09,0.93,0.9,5.74,5.53,-0.6,-0.57,1.03,0.99,7.65,7.36,0.13,0.13,1.11,1.07,1.335,-0.901,1.085,2.338,6.546
131,Allen Iverson,DMX,What's My Name,1998-05-12,compliment,2.6,PG,1990s,off_season,1999-02-05,0.0772,0.115,0.0,24.23,5.27,4.07,8.32,2.27,2.78,30,15.0,4.0,9.0,,,,1,27.6,5.7,6.4,9.82,2.91,1.84,10,27.43,5.13,5.13,9.13,2.7,1.96,30,28.74,5.24,4.13,9.17,2.53,2.16,379,25.81,5.61,4.34,15.98,4.26,9.59,29.4,6.07,6.82,29.22,5.46,5.46,30.62,5.58,4.4,-9.23,-9.83,-1.27,-1.35,4.93,5.25,3.37,3.59,0.43,0.46,2.33,2.48,3.2,3.41,-0.14,-0.15,1.06,1.12,4.51,4.81,-0.03,-0.03,0.06,0.06,1.279,-0.09,0.707,1.655,4.303
132,Shaquille O'Neal,Dr. Dre,Still D.R.E.,1999-11-16,compliment,3.0,C,1990s,in_season,1999-11-16,-0.1326,0.0,0.144,24.97,1.83,10.73,7.04,1.49,4.06,30,36.0,6.0,8.0,,,,1,31.6,4.1,15.3,6.36,2.47,4.64,10,28.7,3.97,15.03,6.98,2.36,4.37,30,28.77,3.58,12.42,7.66,2.06,4.19,212,26.6,1.95,11.43,38.35,6.39,8.52,33.66,4.37,16.3,30.57,4.23,16.01,30.65,3.81,13.23,11.03,11.75,4.17,4.44,-2.73,-2.91,6.63,7.06,2.27,2.42,4.57,4.87,3.73,3.97,2.14,2.28,4.3,4.58,3.8,4.05,1.75,1.86,1.69,1.8,1.512,1.674,2.806,3.646,10.938
133,Kevin Garnett,Jay-Z,Heart of the City,2001-09-11,compliment,3.0,PF,2000s,off_season,2001-10-30,0.4215,0.257,0.135,20.83,5.33,12.2,5.19,2.52,3.6,30,12.0,5.0,7.0,,,,1,21.6,5.5,12.4,8.4,0.97,3.37,10,20.93,5.43,12.63,6.09,1.87,4.39,30,21.49,4.62,12.12,6.04,2.32,4.03,386,22.49,5.75,13.17,12.96,5.4,7.56,23.32,5.94,13.39,22.6,5.86,13.64,23.2,4.99,13.08,-8.83,-9.53,-0.33,-0.35,-5.2,-5.61,0.77,0.83,0.17,0.19,0.2,0.22,0.1,0.11,0.1,0.11,0.43,0.47,0.66,0.71,-0.71,-0.76,-0.08,-0.09,0.136,-0.104,0.402,0.218,0.654
134,Dirk Nowitzki,Jay-Z,On to the Next One,2009-09-08,neutral,3.0,PF,2000s,off_season,2009-10-27,0.0772,0.115,0.0,25.77,2.67,8.6,7.16,1.77,3.07,30,34.0,1.0,9.0,,,,1,25.7,2.8,8.8,7.8,1.62,2.39,10,25.5,2.63,8.07,8.61,1.83,2.68,30,25.02,2.69,7.65,7.57,1.9,2.75,81,27.82,2.88,9.28,36.71,1.08,9.72,27.75,3.02,9.5,27.53,2.84,8.71,27.01,2.9,8.26,8.23,8.89,-1.67,-1.8,0.4,0.44,-0.07,-0.07,0.13,0.14,0.2,0.22,-0.27,-0.29,-0.04,-0.04,-0.53,-0.57,-0.75,-0.81,0.02,0.02,-0.95,-1.02,0.045,-0.224,-0.702,-0.299,-0.897
135,Chris Paul,Kendrick Lamar,Swimming Pools,2012-07-31,neutral,2.9,PG,2010s,off_season,2012-10-31,0.5267,0.328,0.0,19.9,9.67,3.6,7.42,3.44,1.99,30,12.0,12.0,4.0,,,,1,16.3,10.0,3.3,5.54,2.54,1.57,10,16.17,9.43,3.5,5.27,2.84,1.43,30,16.94,9.69,3.74,6.78,3.14,1.77,70,19.9,9.67,3.6,12.0,12.0,4.0,16.3,10.0,3.3,16.17,9.43,3.5,16.94,9.69,3.74,-7.9,-7.9,2.33,2.33,0.4,0.4,-3.6,-3.6,0.33,0.33,-0.3,-0.3,-3.73,-3.73,-0.24,-0.24,-0.1,-0.1,-2.96,-2.96,0.02,0.02,0.14,0.14,-1.208,-0.182,-0.521,-1.594,-4.623
136,Dwyane Wade,Rick Ross,Santorini Greece,2017-03-17,compliment,2.2,SG,2010s,in_season,2017-03-17,0.4404,0.225,0.0,18.3,4.17,4.63,6.95,2.07,1.92,30,14.0,2.0,7.0,,,,1,8.8,3.5,2.8,4.1,0.97,2.15,10,11.47,3.87,3.7,6.29,1.22,2.84,30,11.41,3.37,3.81,5.65,1.61,2.66,70,18.3,4.17,4.63,14.0,2.0,7.0,8.8,3.5,2.8,11.47,3.87,3.7,11.41,3.37,3.81,-4.3,-4.3,-2.17,-2.17,2.37,2.37,-9.5,-9.5,-0.67,-0.67,-1.83,-1.83,-6.83,-6.83,-0.3,-0.3,-0.93,-0.93,-6.89,-6.89,-0.8,-0.8,-0.82,-0.82,-2.015,-0.236,-1.254,-3.101,-6.822
138,Blake Griffin,Drake,Lord Knows,2011-11-15,compliment,2.8,PF,2010s,in_season,2011-11-15,0.0772,0.126,0.0,22.33,4.37,11.1,6.59,2.59,3.65,30,22.0,1.0,7.0,,,,1,23.1,2.6,11.4,4.63,1.26,2.5,10,21.2,2.9,11.33,4.63,1.92,3.28,30,19.23,3.49,9.45,5.71,2.05,3.25,146,22.33,4.37,11.1,22.0,1.0,7.0,23.1,2.6,11.4,21.2,2.9,11.33,19.23,3.49,9.45,-0.33,-0.33,-3.37,-3.37,-4.1,-4.1,0.77,0.77,-1.77,-1.77,0.3,0.3,-1.13,-1.13,-1.47,-1.47,0.23,0.23,-3.1,-3.1,-0.88,-0.88,-1.65,-1.65,-0.531,-1.28,-0.23,-0.824,-2.307
139,Kyrie Irving,Drake,God's Plan,2018-01-19,neutral,2.8,PG,2010s,in_season,2018-01-19,0.6249,0.466,0.0,25.73,4.87,3.83,7.72,2.05,2.29,30,40.0,5.0,7.0,,,,1,27.4,5.3,3.4,8.21,1.49,2.55,10,23.3,5.47,4.5,9.36,1.55,2.3,30,24.12,6.62,4.85,8.4,3.13,2.45,84,25.73,4.87,3.83,40.0,5.0,7.0,27.4,5.3,3.4,23.3,5.47,4.5,24.12,6.62,4.85,14.27,14.27,0.13,0.13,3.17,3.17,1.67,1.67,0.43,0.43,-0.43,-0.43,-2.43,-2.43,0.6,0.6,0.67,0.67,-1.61,-1.61,1.75,1.75,1.02,1.02,-0.869,0.568,0.158,-0.591,-1.655
140,Bradley Beal,Meek Mill,Trauma,2018-11-30,neutral,2.1,SG,2010s,in_season,2018-11-30,-0.296,0.0,0.196,20.87,4.3,4.47,5.92,2.53,2.05,30,19.0,1.0,0.0,,,,1,26.8,4.4,5.4,5.03,3.1,3.89,10,26.8,5.6,5.5,7.26,3.41,3.18,30,28.67,5.96,4.75,8.79,2.84,2.61,118,20.87,4.3,4.47,19.0,1.0,0.0,26.8,4.4,5.4,26.8,5.6,5.5,28.67,5.96,4.75,-1.87,-1.87,-3.3,-3.3,-4.47,-4.47,5.93,5.93,0.1,0.1,0.93,0.93,5.93,5.93,1.3,1.3,1.03,1.03,7.8,7.8,1.66,1.66,0.28,0.28,1.308,1.192,0.476,3.071,6.449
141,Karl-Anthony Towns,Drake,God's Plan,2018-01-19,neutral,2.8,C,2010s,in_season,2018-01-19,0.0,0.0,0.0,19.9,2.77,12.43,5.47,1.92,3.3,30,22.0,2.0,10.0,,,,1,19.8,2.3,12.6,7.18,1.34,3.5,10,22.87,2.6,12.73,9.92,1.48,3.81,30,23.89,3.13,12.49,8.3,1.77,4.67,112,19.9,2.77,12.43,22.0,2.0,10.0,19.8,2.3,12.6,22.87,2.6,12.73,23.89,3.13,12.49,2.1,2.1,-0.77,-0.77,-2.43,-2.43,-0.1,-0.1,-0.47,-0.47,0.17,0.17,2.97,2.97,-0.17,-0.17,0.3,0.3,3.99,3.99,0.36,0.36,0.06,0.06,0.537,-0.12,-0.168,1.227,3.436
